Date,Adj Close,Close,High,Low,Open,Volume
,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
2022-12-01,7558.5,7558.5,7599.7001953125,7552.2998046875,7573.10009765625,642843000
2022-12-02,7556.2001953125,7556.2001953125,7570.5,7508.0,7558.5,540219900
2022-12-05,7567.5,7567.5,7598.2001953125,7547.7998046875,7556.2001953125,509145400
2022-12-06,7521.39990234375,7521.39990234375,7567.60009765625,7521.39990234375,7567.5,805368600
2022-12-07,7489.2001953125,7489.2001953125,7567.2001953125,7489.2001953125,7521.39990234375,727846100
2022-12-08,7472.2001953125,7472.2001953125,7508.0,7469.10009765625,7489.2001953125,637244700
2022-12-09,7476.60009765625,7476.60009765625,7498.0,7431.39990234375,7472.2001953125,741398100
2022-12-12,7446.0,7446.0,7476.60009765625,7438.89990234375,7476.60009765625,606464000
2022-12-13,7502.89990234375,7502.89990234375,7553.39990234375,7429.0,7446.0,688121300
2022-12-14,7495.89990234375,7495.89990234375,7504.5,7461.7001953125,7502.89990234375,745004400
2022-12-15,7426.2001953125,7426.2001953125,7495.89990234375,7411.10009765625,7495.89990234375,616549200
2022-12-16,7332.10009765625,7332.10009765625,7429.2998046875,7305.7001953125,7426.2001953125,1834745500
2022-12-19,7361.2998046875,7361.2998046875,7385.39990234375,7332.10009765625,7332.10009765625,517840400
2022-12-20,7370.60009765625,7370.60009765625,7389.89990234375,7302.7998046875,7361.2998046875,799491300
2022-12-21,7497.2998046875,7497.2998046875,7498.5,7368.7001953125,7370.60009765625,499178500
2022-12-22,7469.2998046875,7469.2998046875,7540.2998046875,7463.5,7497.2998046875,402305900
2022-12-23,7473.0,7473.0,7496.39990234375,7462.7998046875,7469.2998046875,222853700
2022-12-28,7497.2001953125,7497.2001953125,7547.0,7473.0,7473.0,416900400
2022-12-29,7512.7001953125,7512.7001953125,7516.39990234375,7434.60009765625,7497.2001953125,351759900
2022-12-30,7451.7001953125,7451.7001953125,7512.89990234375,7451.7001953125,7512.7001953125,254135300
2023-01-03,7554.10009765625,7554.10009765625,7626.39990234375,7448.7001953125,7451.7001953125,914070400
2023-01-04,7585.2001953125,7585.2001953125,7609.2998046875,7545.2001953125,7554.10009765625,753877000
2023-01-05,7633.5,7633.5,7658.7998046875,7564.7001953125,7585.2001953125,883850800
2023-01-06,7699.5,7699.5,7700.7998046875,7633.5,7633.5,813538800
2023-01-09,7724.89990234375,7724.89990234375,7725.7001953125,7688.7001953125,7699.5,847858600
2023-01-10,7694.5,7694.5,7724.89990234375,7684.39990234375,7724.89990234375,933139900
2023-01-11,7725.0,7725.0,7772.39990234375,7694.39990234375,7694.5,1041280000
2023-01-12,7794.0,7794.0,7809.10009765625,7724.60009765625,7725.0,738395600
2023-01-13,7844.10009765625,7844.10009765625,7865.0,7793.60009765625,7794.0,754267100
2023-01-16,7860.10009765625,7860.10009765625,7867.2001953125,7841.89990234375,7844.10009765625,662559400
2023-01-17,7851.0,7851.0,7875.60009765625,7830.39990234375,7860.10009765625,992753700
2023-01-18,7830.7001953125,7830.7001953125,7867.39990234375,7824.7001953125,7851.0,963849600
2023-01-19,7747.2998046875,7747.2998046875,7830.7998046875,7726.2001953125,7830.7001953125,732044900
2023-01-20,7770.60009765625,7770.60009765625,7790.89990234375,7747.2998046875,7747.2998046875,801110300
2023-01-23,7784.7001953125,7784.7001953125,7811.2001953125,7768.5,7770.60009765625,562127700
2023-01-24,7757.39990234375,7757.39990234375,7800.89990234375,7741.7998046875,7784.7001953125,754271900
2023-01-25,7744.89990234375,7744.89990234375,7773.60009765625,7710.7998046875,7757.39990234375,717266400
2023-01-26,7761.10009765625,7761.10009765625,7787.60009765625,7744.89990234375,7744.89990234375,828610300
2023-01-27,7765.2001953125,7765.2001953125,7777.39990234375,7742.10009765625,7761.10009765625,709941200
2023-01-30,7784.89990234375,7784.89990234375,7790.7001953125,7718.2998046875,7765.2001953125,1123538000
2023-01-31,7771.7001953125,7771.7001953125,7784.89990234375,7708.2998046875,7784.89990234375,838335600
2023-02-01,7761.10009765625,7761.10009765625,7798.5,7745.39990234375,7771.7001953125,924663100
2023-02-02,7820.2001953125,7820.2001953125,7837.7998046875,7758.5,7761.10009765625,726760200
2023-02-03,7901.7998046875,7901.7998046875,7906.60009765625,7806.89990234375,7820.2001953125,713859100
2023-02-06,7836.7001953125,7836.7001953125,7901.7998046875,7808.39990234375,7901.7998046875,665926500
2023-02-07,7864.7001953125,7864.7001953125,7890.7998046875,7835.39990234375,7836.7001953125,777311900
2023-02-08,7885.2001953125,7885.2001953125,7934.2998046875,7864.7001953125,7864.7001953125,587150400
2023-02-09,7911.2001953125,7911.2001953125,7949.60009765625,7874.2001953125,7885.2001953125,1061015400
2023-02-10,7882.5,7882.5,7913.2998046875,7850.89990234375,7911.2001953125,974265500
2023-02-13,7947.60009765625,7947.60009765625,7947.60009765625,7881.89990234375,7882.5,570125100
2023-02-14,7953.89990234375,7953.89990234375,7996.39990234375,7947.60009765625,7947.60009765625,697856100
2023-02-15,7997.7998046875,7997.7998046875,8003.7001953125,7921.2998046875,7953.89990234375,841595900
2023-02-16,8012.5,8012.5,8047.10009765625,7978.60009765625,7997.7998046875,731954200
2023-02-17,8004.39990234375,8004.39990234375,8012.5,7957.7001953125,8012.5,1270492000
2023-02-20,8014.2998046875,8014.2998046875,8020.10009765625,7995.5,8004.39990234375,696068100
2023-02-21,7977.7998046875,7977.7998046875,8014.39990234375,7952.5,8014.2998046875,889518400
2023-02-22,7930.60009765625,7930.60009765625,7977.7998046875,7879.0,7977.7998046875,682684900
2023-02-23,7907.7001953125,7907.7001953125,7935.60009765625,7888.89990234375,7930.60009765625,974842600
2023-02-24,7878.7001953125,7878.7001953125,7939.2001953125,7870.39990234375,7907.7001953125,879172000
2023-02-27,7935.10009765625,7935.10009765625,7950.0,7878.7001953125,7878.7001953125,755879000
2023-02-28,7876.2998046875,7876.2998046875,7935.10009765625,7854.7998046875,7935.10009765625,1246757900
2023-03-01,7914.89990234375,7914.89990234375,7950.7001953125,7874.2998046875,7876.2998046875,1202133000
