Date,Adj Close,Close,High,Low,Open,Volume
,^HSI,^HSI,^HSI,^HSI,^HSI,^HSI
2022-12-01,18736.439453125,18736.439453125,19237.44921875,18679.349609375,19058.900390625,4262000300
2022-12-02,18675.349609375,18675.349609375,18841.220703125,18530.8203125,18785.279296875,3757394000
2022-12-05,19518.2890625,19518.2890625,19539.599609375,19035.140625,19221.6796875,4890142300
2022-12-06,19441.1796875,19441.1796875,19569.669921875,19202.869140625,19211.69921875,3552078500
2022-12-07,18814.8203125,18814.8203125,19737.310546875,18799.810546875,19380.80078125,5308866200
2022-12-08,19450.23046875,19450.23046875,19521.599609375,18965.05078125,18965.05078125,2856166600
2022-12-09,19900.869140625,19900.869140625,19926.48046875,19404.5,19484.23046875,4023277500
2022-12-12,19463.630859375,19463.630859375,19718.080078125,19366.220703125,19594.51953125,3115198500
2022-12-13,19596.19921875,19596.19921875,19707.75,19382.30078125,19458.01953125,2584117300
2022-12-14,19673.44921875,19673.44921875,19859.75,19528.7109375,19775.330078125,2758656100
2022-12-15,19368.58984375,19368.58984375,19675.6796875,19233.859375,19612.669921875,2243394000
2022-12-16,19450.669921875,19450.669921875,19621.130859375,19130.529296875,19343.69921875,2875978600
2022-12-19,19352.810546875,19352.810546875,19786.2890625,19255.94921875,19472.2109375,2238224700
2022-12-20,19094.80078125,19094.80078125,19283.140625,18885.19921875,19156.939453125,1938516900
2022-12-21,19160.490234375,19160.490234375,19255.740234375,19063.30078125,19190.91015625,1348431000
2022-12-22,19679.220703125,19679.220703125,19735.0,19475.6796875,19537.44921875,1939795100
2022-12-23,19593.060546875,19593.060546875,19686.76953125,19380.470703125,19382.23046875,1363741800
2022-12-28,19898.91015625,19898.91015625,20099.76953125,19787.939453125,19787.939453125,2823780600
2022-12-29,19741.140625,19741.140625,19764.51953125,19539.83984375,19648.400390625,2902362900
2022-12-30,19781.41015625,19781.41015625,20073.919921875,19781.41015625,20030.849609375,1747706800
2023-01-03,20145.2890625,20145.2890625,20212.55078125,19303.73046875,19570.4296875,2286651100
2023-01-04,20793.109375,20793.109375,20793.109375,20233.390625,20319.98046875,3015986300
2023-01-05,21052.169921875,21052.169921875,21396.08984375,20962.400390625,21295.869140625,2875372400
2023-01-06,20991.640625,20991.640625,21282.7109375,20862.76953125,21220.890625,2754459500
2023-01-09,21388.33984375,21388.33984375,21470.689453125,21216.919921875,21295.939453125,2697924400
2023-01-10,21331.4609375,21331.4609375,21395.419921875,21187.73046875,21370.419921875,2543159700
2023-01-11,21436.05078125,21436.05078125,21686.30078125,21327.41015625,21463.8203125,2971313200
2023-01-12,21514.099609375,21514.099609375,21698.939453125,21223.83984375,21599.8203125,2834627500
2023-01-13,21738.66015625,21738.66015625,21770.080078125,21474.98046875,21605.0703125,2463604200
2023-01-16,21746.720703125,21746.720703125,21947.55078125,21572.509765625,21818.650390625,2559091800
2023-01-17,21577.640625,21577.640625,21797.619140625,21417.25,21678.05078125,2307534200
2023-01-18,21678.0,21678.0,21691.669921875,21422.189453125,21514.80078125,2485346700
2023-01-19,21650.98046875,21650.98046875,21754.080078125,21383.029296875,21452.259765625,1664915500
2023-01-20,22044.650390625,22044.650390625,22051.76953125,21754.349609375,21812.4609375,1956241900
2023-01-26,22566.779296875,22566.779296875,22566.779296875,22329.0703125,22386.369140625,2455079700
2023-01-27,22688.900390625,22688.900390625,22700.849609375,22483.779296875,22614.919921875,2012141000
