Date,Adj Close,Close,High,Low,Open,Volume
,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F
2022-12-01,81.22000122070312,81.22000122070312,83.33999633789062,79.93000030517578,80.4000015258789,321432
2022-12-02,79.9800033569336,79.9800033569336,82.22000122070312,79.6500015258789,81.47000122070312,280235
2022-12-05,76.93000030517578,76.93000030517578,82.72000122070312,76.7699966430664,79.98999786376953,346657
2022-12-06,74.25,74.25,77.87999725341797,73.41000366210938,77.3499984741211,380598
2022-12-07,72.01000213623047,72.01000213623047,75.37999725341797,71.75,74.55000305175781,392236
2022-12-08,71.45999908447266,71.45999908447266,75.44000244140625,71.12000274658203,72.37999725341797,474459
2022-12-09,71.0199966430664,71.0199966430664,72.91999816894531,70.08000183105469,71.8499984741211,356722
2022-12-12,73.16999816894531,73.16999816894531,73.98999786376953,70.25,71.79000091552734,323553
2022-12-13,75.38999938964844,75.38999938964844,76.37000274658203,73.20999908447266,73.29000091552734,352858
2022-12-14,77.27999877929688,77.27999877929688,77.75,74.9000015258789,75.2699966430664,292488
2022-12-15,76.11000061035156,76.11000061035156,77.7699966430664,75.33000183105469,77.37000274658203,224663
2022-12-16,74.29000091552734,74.29000091552734,76.56999969482422,73.33000183105469,76.37000274658203,99205
2022-12-19,75.19000244140625,75.19000244140625,76.41000366210938,73.80999755859375,74.5,69348
2022-12-20,76.08999633789062,76.08999633789062,76.75,74.30999755859375,75.69999694824219,254792
2022-12-21,78.29000091552734,78.29000091552734,78.61000061035156,75.80000305175781,75.98999786376953,234624
2022-12-22,77.48999786376953,77.48999786376953,79.9000015258789,77.02999877929688,78.43000030517578,219142
2022-12-23,79.55999755859375,79.55999755859375,80.33000183105469,77.9800033569336,78.18000030517578,237711
2022-12-27,79.52999877929688,79.52999877929688,81.18000030517578,79.16000366210938,79.9000015258789,199601
2022-12-28,78.95999908447266,78.95999908447266,79.91999816894531,77.30000305175781,79.88999938964844,207717
2022-12-29,78.4000015258789,78.4000015258789,78.81999969482422,76.79000091552734,78.81999969482422,199858
2022-12-30,80.26000213623047,80.26000213623047,80.66999816894531,77.70999908447266,78.7300033569336,205909
2023-01-03,76.93000030517578,76.93000030517578,81.5,76.5999984741211,80.56999969482422,338520
2023-01-04,72.83999633789062,72.83999633789062,77.41999816894531,72.7300033569336,77.25,352434
2023-01-05,73.66999816894531,73.66999816894531,74.91999816894531,72.45999908447266,73.25,300731
2023-01-06,73.7699966430664,73.7699966430664,75.47000122070312,73.23999786376953,73.97000122070312,258128
2023-01-09,74.62999725341797,74.62999725341797,76.73999786376953,73.47000122070312,73.47000122070312,329290
2023-01-10,75.12000274658203,75.12000274658203,75.91999816894531,73.83999633789062,74.86000061035156,307430
2023-01-11,77.41000366210938,77.41000366210938,77.83999633789062,74.30999755859375,74.77999877929688,350891
2023-01-12,78.38999938964844,78.38999938964844,79.16000366210938,77.0999984741211,77.69999694824219,307705
2023-01-13,79.86000061035156,79.86000061035156,80.11000061035156,77.97000122070312,78.31999969482422,283539
2023-01-17,80.18000030517578,80.18000030517578,81.2300033569336,78.52999877929688,80.0999984741211,312275
2023-01-18,79.4800033569336,79.4800033569336,82.37999725341797,78.94000244140625,80.97000122070312,92549
2023-01-19,80.33000183105469,80.33000183105469,81.18000030517578,78.12999725341797,79.13999938964844,58863
2023-01-20,81.30999755859375,81.30999755859375,81.63999938964844,79.69000244140625,80.5999984741211,300145
2023-01-23,81.62000274658203,81.62000274658203,82.63999938964844,81.05000305175781,81.79000091552734,297076
2023-01-24,80.12999725341797,80.12999725341797,82.22000122070312,79.66000366210938,81.62000274658203,288207
2023-01-25,80.1500015258789,80.1500015258789,81.2300033569336,79.44999694824219,80.26000213623047,297234
2023-01-26,81.01000213623047,81.01000213623047,82.13999938964844,79.91999816894531,80.4800033569336,291060
2023-01-27,79.68000030517578,79.68000030517578,82.4800033569336,79.04000091552734,81.22000122070312,367588
2023-01-30,77.9000015258789,77.9000015258789,80.48999786376953,77.66000366210938,80.04000091552734,327426
2023-01-31,78.87000274658203,78.87000274658203,79.25,76.55000305175781,77.91000366210938,312734
2023-02-01,76.41000366210938,76.41000366210938,79.7300033569336,76.05000305175781,79.05999755859375,360859
