Date,Adj Close,Close,High,Low,Open,Volume
,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
2022-12-01,11482.4501953125,11482.4501953125,11546.76953125,11378.75,11475.169921875,5158120000
2022-12-02,11461.5,11461.5,11492.3203125,11296.7197265625,11308.3798828125,4523010000
2022-12-05,11239.9404296875,11239.9404296875,11425.509765625,11193.01953125,11380.990234375,4510030000
2022-12-06,11014.8896484375,11014.8896484375,11241.419921875,10956.2001953125,11228.419921875,4713330000
2022-12-07,10958.5498046875,10958.5498046875,11039.8095703125,10910.6201171875,10963.9501953125,4343860000
2022-12-08,11082.0,11082.0,11119.16015625,10939.4697265625,11011.330078125,4281800000
2022-12-09,11004.6201171875,11004.6201171875,11138.7001953125,10999.259765625,11038.169921875,4337440000
2022-12-12,11143.740234375,11143.740234375,11144.669921875,10984.8203125,11015.48046875,4829990000
2022-12-13,11256.8095703125,11256.8095703125,11571.6396484375,11160.5400390625,11542.83984375,6126890000
2022-12-14,11170.8896484375,11170.8896484375,11352.08984375,11065.240234375,11248.08984375,5485150000
2022-12-15,10810.5302734375,10810.5302734375,11029.5703125,10775.6103515625,11012.6201171875,5536070000
2022-12-16,10705.41015625,10705.41015625,10833.240234375,10642.099609375,10767.6298828125,7968170000
2022-12-19,10546.0302734375,10546.0302734375,10713.9697265625,10497.5498046875,10707.4404296875,4631820000
2022-12-20,10547.1103515625,10547.1103515625,10609.4599609375,10446.8203125,10490.8896484375,4707190000
2022-12-21,10709.3701171875,10709.3701171875,10753.5703125,10569.2001953125,10592.0,4401420000
2022-12-22,10476.1201171875,10476.1201171875,10599.33984375,10313.3203125,10586.4599609375,5125070000
2022-12-23,10497.8603515625,10497.8603515625,10514.759765625,10361.8203125,10437.75,3544680000
2022-12-27,10353.23046875,10353.23046875,10472.3203125,10340.73046875,10462.1904296875,3827290000
2022-12-28,10213.2900390625,10213.2900390625,10414.8203125,10207.4697265625,10339.2001953125,3842970000
2022-12-29,10478.08984375,10478.08984375,10502.080078125,10301.0595703125,10321.4599609375,4154100000
2022-12-30,10466.48046875,10466.48046875,10468.3095703125,10324.7001953125,10368.3701171875,3959030000
2023-01-03,10386.98046875,10386.98046875,10613.0595703125,10309.16015625,10562.0595703125,4780650000
2023-01-04,10458.759765625,10458.759765625,10515.2197265625,10337.6396484375,10467.8203125,5085380000
2023-01-05,10305.240234375,10305.240234375,10393.2197265625,10295.25,10390.3095703125,4764270000
2023-01-06,10569.2900390625,10569.2900390625,10604.1396484375,10265.0400390625,10363.9599609375,5199780000
2023-01-09,10635.650390625,10635.650390625,10807.259765625,10619.1201171875,10662.099609375,5132190000
2023-01-10,10742.6298828125,10742.6298828125,10743.669921875,10589.58984375,10607.7197265625,4710680000
2023-01-11,10931.669921875,10931.669921875,10932.4404296875,10762.73046875,10794.990234375,5284390000
2023-01-12,11001.099609375,11001.099609375,11027.75,10797.1201171875,10969.259765625,5681240000
2023-01-13,11079.16015625,11079.16015625,11084.009765625,10900.16015625,10906.3701171875,5077990000
2023-01-17,11095.1103515625,11095.1103515625,11145.4404296875,11024.7197265625,11070.0,5138410000
2023-01-18,10957.009765625,10957.009765625,11223.41015625,10952.0498046875,11170.9501953125,5288630000
2023-01-19,10852.26953125,10852.26953125,10932.51953125,10804.5703125,10890.400390625,4660800000
2023-01-20,11140.4296875,11140.4296875,11143.169921875,10885.650390625,10924.66015625,5980110000
2023-01-23,11364.41015625,11364.41015625,11405.5,11144.0302734375,11171.9404296875,5997810000
2023-01-24,11334.26953125,11334.26953125,11378.150390625,11282.650390625,11302.9296875,5670860000
2023-01-25,11313.3603515625,11313.3603515625,11334.2197265625,11069.1796875,11146.5302734375,5485570000
2023-01-26,11512.41015625,11512.41015625,11516.0498046875,11341.1904296875,11458.400390625,5732890000
2023-01-27,11621.7099609375,11621.7099609375,11691.8896484375,11470.26953125,11470.4697265625,6243800000
2023-01-30,11393.8095703125,11393.8095703125,11553.3095703125,11388.5400390625,11512.33984375,5122320000
2023-01-31,11584.5498046875,11584.5498046875,11586.009765625,11398.3701171875,11398.580078125,5695150000
2023-02-01,11816.3203125,11816.3203125,11904.01953125,11500.330078125,11573.1396484375,6336040000
2023-02-02,12200.8203125,12200.8203125,12269.5498046875,12024.1396484375,12065.150390625,7038210000
2023-02-03,12006.9501953125,12006.9501953125,12231.3095703125,11946.8603515625,11946.8603515625,5954490000
2023-02-06,11887.4501953125,11887.4501953125,11973.41015625,11843.490234375,11904.41015625,5538350000
2023-02-07,12113.7900390625,12113.7900390625,12150.2197265625,11836.7802734375,11891.25,5720240000
2023-02-08,11910.51953125,11910.51953125,12096.3896484375,11890.08984375,12069.1201171875,5052870000
2023-02-09,11789.580078125,11789.580078125,12070.9599609375,11745.1103515625,12069.099609375,5536290000
2023-02-10,11718.1201171875,11718.1201171875,11775.7998046875,11630.5400390625,11714.599609375,4885030000
2023-02-13,11891.7900390625,11891.7900390625,11910.919921875,11719.73046875,11759.08984375,4752880000
2023-02-14,11960.150390625,11960.150390625,11999.849609375,11760.5595703125,11808.2001953125,5032430000
2023-02-15,12070.58984375,12070.58984375,12071.2900390625,11876.8203125,11905.1201171875,5056640000
2023-02-16,11855.830078125,11855.830078125,12040.33984375,11853.3603515625,11896.3095703125,5159410000
2023-02-17,11787.26953125,11787.26953125,11803.2197265625,11673.2099609375,11777.5,4925230000
2023-02-21,11492.2998046875,11492.2998046875,11684.1396484375,11491.1796875,11640.3701171875,5002540000
2023-02-22,11507.0703125,11507.0703125,11582.51953125,11445.169921875,11517.2001953125,4671270000
2023-02-23,11590.400390625,11590.400390625,11638.98046875,11432.580078125,11636.9296875,4714580000
2023-02-24,11394.9404296875,11394.9404296875,11434.3603515625,11334.4697265625,11404.1796875,4432650000
2023-02-27,11466.98046875,11466.98046875,11565.23046875,11444.599609375,11517.1904296875,4494000000
2023-02-28,11455.5400390625,11455.5400390625,11548.23046875,11435.3896484375,11451.0498046875,5340950000
2023-03-01,11379.48046875,11379.48046875,11479.0,11349.8701171875,11447.580078125,4927530000
2023-03-02,11462.98046875,11462.98046875,11487.58984375,11273.6103515625,11273.76953125,5313760000
2023-03-03,11689.009765625,11689.009765625,11699.6298828125,11514.740234375,11524.650390625,5102210000
2023-03-06,11675.740234375,11675.740234375,11827.919921875,11667.48046875,11736.8701171875,4982880000
2023-03-07,11530.330078125,11530.330078125,11705.9599609375,11512.0302734375,11670.98046875,5422820000
2023-03-08,11576.0,11576.0,11601.23046875,11487.75,11553.08984375,5085970000
2023-03-09,11338.349609375,11338.349609375,11667.1201171875,11319.98046875,11578.3095703125,5061790000
2023-03-10,11138.8896484375,11138.8896484375,11373.8095703125,11093.8603515625,11325.3603515625,6193500000
2023-03-13,11188.83984375,11188.83984375,11326.73046875,10982.7998046875,11041.4599609375,6201490000
2023-03-14,11428.150390625,11428.150390625,11467.01953125,11284.9296875,11357.73046875,5533120000
2023-03-15,11434.0498046875,11434.0498046875,11447.900390625,11238.4404296875,11291.169921875,5912430000
2023-03-16,11717.2802734375,11717.2802734375,11733.7998046875,11365.490234375,11384.8701171875,5498920000
2023-03-17,11630.509765625,11630.509765625,11773.1103515625,11562.6298828125,11696.33984375,7903090000
2023-03-20,11675.5400390625,11675.5400390625,11695.5498046875,11550.6904296875,11614.3896484375,4970630000
2023-03-21,11860.1103515625,11860.1103515625,11879.16015625,11724.91015625,11764.7900390625,4829870000
